anexo,codOrcamento,condicao,email,fone,gabinete,idParlamentar,ideCadastro,matricula,nome,nomeParlamentar,partido,sexo,uf,urlFoto
4,2776,Titular,dep.alessandromolon@camara.gov.br,3215-5652,652,5830329,160511,287,ALESSANDRO LUCCIOLA MOLON,ALESSANDRO MOLON,PT,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/160511.jpg
4,3708,Titular,dep.luizclaudio@camara.gov.br,3215-5643,643,5830435,178955,48,LUIZ CLAUDIO PEREIRA ALVES,LUIZ CLÁUDIO,PR,masculino,RO,http://www.camara.gov.br/internet/deputado/bandep/178955.jpg
3,3089,Titular,dep.eduardocury@camara.gov.br,3215-5368,368,5830529,178977,353,EDUARDO PEDROSA CURY,EDUARDO CURY,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg
4,3160,Titular,dep.celsorussomanno@camara.gov.br,3215-5960,960,5830790,73441,347,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,PRB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg
4,2833,Titular,dep.flaviamorais@camara.gov.br,3215-5738,738,5830778,160598,422,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,FLÁVIA MORAIS,PDT,feminino,GO,http://www.camara.gov.br/internet/deputado/bandep/160598.jpg
4,3568,Titular,dep.paulomagalhaes@camara.gov.br,3215-5903,903,5830592,74574,214,PAULO SÉRGIO PARANHOS DE MAGALHÃES,PAULO MAGALHÃES,PSD,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/74574.jpg
4,2935,Titular,dep.magdamofatto@camara.gov.br,3215-5934,934,5830735,166402,431,MAGDA MOFATTO HON,MAGDA MOFATTO,PR,feminino,GO,http://www.camara.gov.br/internet/deputado/bandep/166402.jpg
4,3062,Titular,dep.caetano@camara.gov.br,3215-5415,415,5830486,178853,196,LUIZ CARLOS CAETANO,CAETANO,PT,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178853.jpg
4,1881,Titular,dep.cesarsouza@camara.gov.br,3215-5609,609,5830492,73720,479,César Antonio de Souza,CESAR SOUZA,PSD,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg
4,3784,Titular,dep.zenaidemaia@camara.gov.br,3215-5439,439,5830392,178949,126,ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,ZENAIDE MAIA,PR,feminino,RN,http://www.camara.gov.br/internet/deputado/bandep/178949.jpg
4,1963,Titular,dep.assisdocouto@camara.gov.br,3215-5428,428,5830386,74378,443,ASSIS MIGUEL DO COUTO,ASSIS DO COUTO,PT,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/74378.jpg
4,2712,Titular,dep.hugomotta@camara.gov.br,3215-5237,237,5830343,160674,132,HUGO MOTTA WANDERLEY DA NÓBREGA,HUGO MOTTA,PMDB,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/160674.jpg
4,3093,Titular,dep.evairdemelo@camara.gov.br,3215-5443,443,5830535,178871,274,EVAIR VIEIRA DE MELO,EVAIR DE MELO,PV,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg
3,1334,Titular,dep.miroteixeira@camara.gov.br,3215-5270,270,5830684,74862,317,MIRO TEIXEIRA,MIRO TEIXEIRA,PROS,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/74862.jpg
3,2534,Titular,dep.pauloteixeira@camara.gov.br,3215-5281,281,5830635,141488,376,LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,PT,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/141488.jpg
4,1063,Titular,dep.valdircolatto@camara.gov.br,3215-5516,516,5830406,74010,489,VALDIR COLATTO,VALDIR COLATTO,PMDB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/74010.jpg
4,3057,Titular,dep.brunocovas@camara.gov.br,3215-5521,521,5830738,178976,343,BRUNO COVAS LOPES,BRUNO COVAS,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178976.jpg
4,3085,Titular,dep.dr.joao@camara.gov.br,3215-5911,911,5830429,178940,299,JOAO FERREIRA NETO,DR. JOÃO,PR,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178940.jpg
4,3781,Titular,dep.zecarlos@camara.gov.br,3215-5748,748,5830644,178889,86,JOSÉ CARLOS NUNES JÚNIOR,ZÉ CARLOS,PT,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/178889.jpg
1,3135,Titular,dep.arlindochinaglia@camara.gov.br,3215-5966,4,5830761,73433,336,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,PT,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg
3,3729,Titular,dep.miguelhaddad@camara.gov.br,3215-5369,369,5830360,178984,377,MIGUEL MOUBADDA HADDAD,MIGUEL HADDAD,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178984.jpg
3,3081,Titular,dep.danielvilela@camara.gov.br,3215-5471,471,5830692,144523,420,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,PMDB,masculino,GO,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg
4,2826,Titular,dep.erikakokay@camara.gov.br,3215-5203,203,5830715,160575,407,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,PT,feminino,DF,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg
3,2842,Titular,dep.fernandofrancischini@camara.gov.br,3215-5265,265,5830383,160646,450,FERNANDO DESTITO FRANCISCHINI,FERNANDO FRANCISCHINI,SD,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg
3,3082,Titular,dep.delegadoedermauro@camara.gov.br,32155586,586,5830498,178908,22,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,PSD,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg
3,3100,Titular,dep.fabiomitidieri@camara.gov.br,3215-5286,286,5830569,178969,177,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,PSD,masculino,SE,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg
4,1218,Titular,dep.gonzagapatriota@camara.gov.br,3215-5430,430,5830575,74419,143,LUIZ GONZAGA PATRIOTA,GONZAGA PATRIOTA,PSB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg
4,3757,Titular,dep.rossoni@camara.gov.br,3215-5513,513,5830546,178935,464,VALDIR LUIZ ROSSONI,ROSSONI,PSDB,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/178935.jpg
4,2368,Titular,dep.fabioramalho@camara.gov.br,3215-5452,452,5830552,141427,238,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,PV,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg
4,2721,Titular,dep.jorgecortereal@camara.gov.br,3215-5621,621,5830621,160572,150,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,PTB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg
4,2765,Titular,dep.renzobraz@camara.gov.br,3215-5736,736,5830452,160654,262,RENZO DO AMARAL BRAZ,RENZO BRAZ,PP,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg
4,1593,Titular,dep.josementor@camara.gov.br,3215-5502,502,5830475,74275,367,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,PT,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg
3,2407,Titular,dep.luizcarlosbusato@camara.gov.br,3215-5570,570,5830598,141485,488,LUIZ CARLOS GHIORZZI BUSATO,LUIZ CARLOS BUSATO,PTB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/141485.jpg
4,3685,Titular,dep.joaoderly@camara.gov.br,3215-5901,901,5830412,178965,514,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,JOÃO DERLY,PCdoB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/178965.jpg
4,1928,Titular,dep.bonifaciodeandrada@camara.gov.br,3215-5208,208,5830755,74650,222,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,PSDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg
3,3758,Titular,dep.rubenspereirajunior@camara.gov.br,3215-5574,574,5830306,178887,81,RUBENS PEREIRA E SILVA JUNIOR,RUBENS PEREIRA JÚNIOR,PCdoB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/178887.jpg
4,3770,Titular,dep.tiaeron@camara.gov.br,3215-5618,618,5830767,178862,217,ERONILDES VASCONCELOS CARVALHO,TIA ERON,PRB,feminino,BA,http://www.camara.gov.br/internet/deputado/bandep/178862.jpg
4,3220,Titular,dep.hermesparcianello@camara.gov.br,3215-5234,234,5830423,73772,448,HERMES PARCIANELLO,HERMES PARCIANELLO,PMDB,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg
4,3297,Titular,dep.maurolopes@camara.gov.br,3215-5844,844,5830615,74749,252,MAURO RIBEIRO LOPES,MAURO LOPES,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74749.jpg
4,2491,Titular,dep.lelocoimbra@camara.gov.br,3215-5801,801,5830469,141562,277,WELINGTON COIMBRA,LELO COIMBRA,PMDB,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/141562.jpg
4,3727,Titular,dep.marionegromontejr@camara.gov.br,3215-5517,517,5830558,178858,208,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,PP,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg
3,-,Suplente,dep.silasfreire@camara.gov.br,3215-5484,484,5830836,187008,545,SILAS FREIRE PEREIRA E SILVA,SILAS FREIRE,PR,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/187008.jpg
4,2070,Titular,dep.goretepereira@camara.gov.br,3215-5206,206,5830366,129618,100,MARIA GORETE PEREIRA,GORETE PEREIRA,PR,feminino,CE,http://www.camara.gov.br/internet/deputado/bandep/129618.jpg
3,2808,Suplente,dep.marceloaguiar@camara.gov.br,3215-5367,367,5830805,160660,522,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,DEM,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160660.jpg
