Deputado,Partido,Estado,Voto,Gênero,Fala,
Arthur Virgílio Bisneto,PSDB,AM,Sim,M,"Sr. Presidente, pela libertação do povo brasileiro, pela responsabilidade que tenho com o meu mandato, pelo Estado do Amazonas, por você, Manaus, minha razão e meu amor, o meu voto é sim.",
Átila Lins,PSD,AM,Sim,M,"Sr. Presidente, pela minha família, pelo povo do meu Estado, o Amazonas, pelo Brasil, para um Brasil melhor e para me reencontrar com a história, voto sim.",
Conceição Sampaio,PP,AM,Sim,F,"Sr. Presidente, gostaria, em primeiro lugar, de agradecer a Deus por este momento e pedir-lhe misericórdia para nossa Nação. Não acho que, no final desta noite, teremos vencidos nem vencedores, mas quero lembrar aqui uma frase de Platão: O juiz não é nomeado para fazer favores com a justiça, mas para julgar segundo as leis. Pelo Amazonas, pelo Brasil, o meu voto é sim.",
Hissa Abrahão,PDT,AM,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, houve uma tentativa muito clara no meu Estado e na cidade de Manaus, por parte dos meus adversários, sem eu nunca ter dito o meu voto, de me jogar contra o povo. Eu fui um dos Deputados Federais mais votados da Capital do Amazonas. O meu lado é o do povo. Eu sou homem de coragem e não aceito pressão de nenhum dos lados. Portanto, eu voto com Manaus, voto com o povo. O meu voto é sim.",
Marcos Rotta,PMDB,AM,Sim,M,"Sr. Presidente, para que Manaus, o Amazonas e o Brasil voltem a acreditar em um País justo, decente, ordeiro, honesto e, acima de tudo, democrático, voto, com muita satisfação e orgulho, sim.",
Pauderney Avelino,DEM,AM,Sim,M,"Por uma nova chance para o Brasil, reconhecendo a legitimidade do processo constitucional que estamos movendo, pelo meu Amazonas, voto sim.",
Silas Câmara,PRB,AM,Sim,M,"Sr. Presidente, pela reconstrução da unidade de uma Nação que tentaram dividir, por amor e carinho ao povo do Amazonas, pela minha família e, acima de tudo, por amor a Deus, o meu voto é sim.",
Expedito Netto,PSD,RO,Sim,M,"Sr. Presidente, gostaria de cumprimentar todos os nobres companheiros que aqui se encontram e todos que nos assistem pelos meios de comunicação de nosso País. Quero dizer que, hoje, estamos votando o impeachment da Presidente Dilma e, amanhã, estaremos votando o seu, Sr. Presidente. E pode ter certeza de que votarei da mesma forma como voto hoje. Respeitando o povo rondoniense e respeitando o povo brasileiro, eu voto sim, contra a corrupção, venha ela de que partido vier.",
Lindomar Garçon,PRB,RO,Sim,M,"Sr. Presidente, em homenagem ao Presidente do meu partido, Mauro Pereira, e em homenagem a Porto Velho, Candeias do Jamari, Itapuã do Oeste, Jorge Teixeira, Alto Paraíso e todo o Estado de Rondônia, o meu voto é sim.",
Lucio Mosquini,PMDB,RO,Sim,M,"Sr. Presidente, pelo povo destemido e pioneiro do Estado de Rondônia, que desbravou aquela região, pelo Brasil, pela minha família e em respeito aos meus eleitores, eu voto sim.",
Luiz Cláudio,PR,RO,Sim,M,"Eu gostaria de, hoje, domingo, quando a população brasileira estános assistindo, votar projetos para tirar o Brasil da lama. Agora, em respeito à minha família de Rondônia, aos meus eleitores de Rolim de Moura, de todas as cidades e do campo do Estado de Rondônia, eu vou votar sim, Sr. Presidente.",
Marcos Rogério,DEM,RO,Sim,M,"Sr. Presidente, demonstrada a existência de crime de responsabilidade, contra a corrupção estrutural e sistêmica, que ofende a probidade da administração, contra o desgoverno, a favor dos rondonienses e dos brasileiros, eu voto sim ao impeachment.",
Mariana Carvalho,PSDB,RO,Sim,F,"Pelo resgate da dignidade,pelos sonhos, pelo resgate da autoestima do povo brasileiro, pela juventude, pelo futuro das novas gerações, pelo povo de Rondônia, pelo Brasil, por Porto Velho, eu digo sim ao impeachment.",
Marinha Raupp,PMDB,RO,Sim,F,"Pela minha história, pela minha consciência, pela querida e amada população da BR-429 — é o momento também de aqui externar gratidão à Ministra Dilma Rousseff, que tirou aquela população do sofrimento —, pelo meu partido e pela unificação das famílias, dos partidos, da política, do povo de Rondônia, da juventude e das mulheres, eu voto sim, Sr. Presidente.",
Nilton Capixaba,PTB,RO,Sim,M,"Pelos meus eleitores, pela minha cidade de Cacoal, pela minha família,pelos evangélicos, por meu Estado de Rondônia e pelo futuro do Brasil, eu voto sim.",
Alexandre Baldy,PTN,GO,Sim,M,"Sr. Presidente, neste momento histórico que vivo, agradeço a Deus por ter a oportunidade de ajudar o meu povo a limpar este País de mazelas, corrupção e malfeitos. Pela minha esposa, pelo meu filho e a minha filha, por toda a minha família, por toda esta Nação, pela cidade que me acolheu, Anápolis, por Goiás e pelo Brasil, o meu voto é sim.",
Célio Silveira,PSDB,GO,Sim,M,"Sr. Presidente, pela minha querida Luziânia, pelo meu Entorno de Brasília, que tanto precisa de ação governamental, pelos médicos brasileiros, tão perseguidos por este desgoverno, pelo bravo e honrado povo de Goiás, por Daianne, Mateus e Adrianne, muda Brasil!",
Daniel Vilela,PMDB,GO,Sim,M,"Sr. Presidente, falo aqui em nome da maioria dos goianos. Ressaltando o papel que cabe a esta Casa de julgar a admissibilidade, entendo que há elementos suficientes para o prosseguimento da ação. Portanto, o meu voto é sim.",
Delegado Waldir,PR,GO,Sim,M,"Pátria amada, Pátria amada, seu filho Delegado Waldir não foge à luta. Por ti, Goiânia querida, por ti, Goiás, pelo meu País, por Deus, por minha família, pelas famílias e pelas pessoas de bem, o meu voto é sim. Fora Dilma! Fora Lula! Fora PT!",
Fábio Sousa,PSDB,GO,Sim,M,"Sr. Presidente, pela minha família, por meus filhos, Estêvão e Amanda, pela minha esposa, pelos meus pais, pelo meu Estado de Goiás, pelo futuro do Brasil, eu digo sim. Viva o Brasil!",
Flávia Morais,PDT,GO,Sim,F,"Que Deus abençoe o nosso País neste momento tão difícil. Com todo o respeito ao posicionamento do meu partido, mas atendendo ao apelo do povo de Goiás, do povo de Trindade, do Brasil, eu voto sim, Sr. Presidente, pelo impeachment.",
Giuseppe Vecci,PSDB,GO,Sim,M,"Com esperança na retomada do desenvolvimento do País, por Goiás e pelo Brasil, eu voto sim.",
Heuler Cruvinel,PSD,GO,Sim,M,"Por um Brasil melhor e mais decente, pelo futuro de nossos filhos, pelo fim da corrupção e dos fichas-sujas, por minha querida Rio Verde, pelo meu Estado de Goiás, eu voto sim ao impeachment, Sr. Presidente.",
João Campos,PRB,GO,Sim,M,"Sr. Presidente, que Deus abençoe o nosso País! Que Deus tenha misericórdia de nossa Nação! Na defesa do Estado Democrático de Direito, contra a corrupção e a impunidade, contra a violência e a insegurança, na defesa da vida e da família, por Goiás, pelo Brasil, por minha família, pela dignidade do povo brasileiro, por esperança, por dias melhores, o meu voto e sim, Sr. Presidente.",
Jovair Arantes,PTB,GO,Sim,M,"Sr. Presidente, eu disse no meu relatório que o povo do meu Estado de Goiás, que o povo brasileiro, que a juventude brasileira merece uma nova chance. Esta é a nova chance! E peço ao povo brasileiro que, através de seu trabalho, respeite, a partir de agora, um Parlamento que sempre defendeu o povo, que é a Câmara dos Deputados da República Federativa do Brasil. Um abraço! Meu voto é sim.",
Lucas Vergilio,SD,GO,Sim,M,"Pela minha filha Manuela que vai nascer, pela minha sobrinha Helena, pelo futuro de todas as crianças e jovens do nosso País, por todos os corretores de seguros do Brasil, em especial por todo o povo goiano, eu voto sim! Viva o Brasil!",
Magda Mofatto,PR,GO,Sim,F,"Por uma Nação livre, pelos trabalhadores do Brasil, pelo meu querido Estado de Goiás, pela minha querida Caldas Novas, por todos aqueles que confiaram em mim, pelos 120 mil eleitores que puseram o meu nome na urna, o meu voto é sim.",
Marcos Abrão,PPS,GO,Sim,M,"Por todos aqueles que não têm onde morar, por todos os brasileiros que tiveram os seus sonhos frustrados e por todas as famílias do meu Estado de Goiás — minha filha, você vai crescer num País melhor do aquele onde o seu pai cresceu —, o meu voto é sim.",
Pedro Chaves,PMDB,GO,Sim,M,"Sr. Presidente, pela bela fundamentação jurídica do relatório do Deputado Jovair Arantes, na expectativa e na confiança do crescimento socioeconômico do nosso País, voto sim, pela admissibilidade.",
Roberto Balestra,PP,GO,Sim,M,"Sr. Presidente, pela coerência de oito mandatos aqui nesta Casa, votando pela segunda vez pelo impeachment; pela minha mãe, que está em casa, já com 93 anos; infelizmente, na ausência do meu pai; pela minha família, esposa, filhos, netos e o primeiro bisneto, eu voto pelo impeachment.",
Rubens Otoni,PT,GO,Não,M,"Pelos trabalhadores e trabalhadoras, em defesa da democracia e da justiça social, o meu voto é consciente: é não, contra o golpe.",
Thiago Peixoto,PSD,GO,Sim,M,"Sr. Presidente, impeachment não é golpe. Toda democracia sólida possibilita o impeachment. O impeachment seráo primeiro passo para o resgate do nosso País, para o fim do retrocesso. Pelo meu Estado, Goiás, pela minha esposa, Paula, eu voto sim, Sr. Presidente.",
Alberto Fraga,DEM,DF,Sim,M,"Sr. Presidente, se 342 votos eu tivesse, 342 votos eu daria para salvar o País dessa corrupção, dessa ladroagem que se chama PT. O meu voto é sim.",
Augusto Carvalho,SD,DF,Sim,M,"Sr. Presidente, em respeito à Constituição Brasileira que ajudei a escrever em 1988, em respeito à opinião do povo do Distrito Federal e do País, voto sim, contra a corrupção, contra a dilapidação das empresas estatais e dos fundos de pensão e a favor de um novo tempo.",
Erika Kokay,PT,DF,Não,F,"Por não haver saída fora da democracia; em homenagem ao povo brasileiro, que carrega as marcas de ausência de democracia na pele e na alma; contra a corrupção, que está sentada na Presidência desta sessão; contra o golpe e a traição; em defesa dos direitos e em defesa da democracia, eu voto contra o golpe, eu voto não.",
Izalci,PSDB,DF,Sim,M,"Em respeito à Constituição; em homenagem à minha família e aos meus eleitores; em homenagem ao aniversário da minha cidade — 56 anos da Capital da República; em homenagem ao povo brasileiro, voto sim. Fora, Dilma! Impeachment já!",
Laerte Bessa,PR,DF,Sim,M,"Sr. Presidente, desculpe-me o PR, meu partido, mas, pela minha mãezinha, Melanie, pelas minhas três filhas, pelo meu neto e pelo Brasil, eu voto sim. E que o Brasil esteja comprometido com a segurança pública! Fora, PT!",
Rogério Rosso,PSD,DF,Sim,M,"Sr. Presidente, meus pais, desde cedo, ensinaram a mim, ao meu irmão e à minha irmã que ninguém nessa vida é melhor do que ninguém. Em homenagem ao ordenamento jurídico brasileiro, que permite a ampla defesa; em homenagem ao Estado Democrático de Direito, que nos permite estar aqui democraticamente; em homenagem à harmonia e à independência entre os Poderes, pilar fundamental do nosso sistema; em homenagem ao povo do Distrito Federal, que recebe todos, sempre, de braços abertos; e à minha família, o meu voto é sim, Sr. Presidente.",
Ronaldo Fonseca,PROS,DF,Sim,M,"Sr. Presidente, sem medo de ter esperança e com a convicção de que a Constituição Federal ampara esta sessão; pelo povo brasileiro; pelo Distrito Federal; pela nação evangélica e cristã e pela paz de Jerusalém, eu voto sim.",
Rôney Nemer,PP,DF,Sim,M,"Para que as famílias do Distrito Federal, do entorno e do Brasil voltem a sonhar, voltem a acreditar na geração de emprego, voltem a acreditar que o País tem jeito, eu voto sim, pelo impeachment.",
Alan Rick,PRB,AC,Sim,M,"Sr. Presidente, quando fui eleito no meu Estado, eu jurei, acima de tudo, respeitar e honrar a vontade do meu eleitor. E é em respeito a essa vontade que, hoje, eu voto sim ao impeachment.",
Angelim,PT,AC,Não,M,"Em respeito à Constituição, em defesa da democracia e pelo povo brasileiro, voto não.",
César Messias,PSB,AC,Não,M,"Olhem aonde nós chegamos! Tira Dilma, entra Temer! Tira Temer, entra Cunha! Tira Cunha, entra Renan! Que Brasil é esse? Voto não.",
Flaviano Melo,PMDB,AC,Sim,M,"Pelo meu querido Estado do Acre; pelos peemedebistas,que sempre me acompanharam; pela democracia; pelo futuro deste País para nossos filhos e nossos netos, eu voto sim.",
Jéssica Sales,PMDB,AC,Sim,F,"Sr. Presidente, primeiramente, quero agradecera Deus, agradecer a meu pai, Wagner Sales, e a minha mãe, Antônia Sales, pois me mostraram desde cedo que o bom político anda ao lado do povo. Portanto, o meu voto é sim. Pelo meu Estado do Acre; pela minha Cruzeiro do Sul,Vale do Juruá, voto sim.",
Leo de Brito,PT,AC,Não,M,"Em respeito à democracia; em respeito à soberania do voto de 54 milhões de brasileiros; em respeito à Constituição; na luta por um Brasil melhor, sem recuar, sem cair e sem temer, meu voto é não ao golpe, Sr. Presidente.",
Rocha,PSDB,AC,Sim,M,"Sr. Presidente, ao contrário do que muitos querem fazer crer, uma eleição não dá o direito de saquear o Brasil. Por um País melhor; por mais esperança para a nossa população; por um novo futuro para as novas gerações, eu voto em favor da minha família, do meu Estado, o Acre, e do Brasil. É sim, pelo impeachment! Fora, PT! Fora, roubalheira!.",
Sibá Machado,PT,AC,Não,M,"Sr. Presidente, falar aqui em democracia para tentar aplicar um golpe de Estado no nosso Brasil é no mínimo uma hipocrisia. Por aquela trabalhadora que conseguiu ter uma carteira assinada; por aquele trabalhador que conseguiu colocar seu filho numa universidade; por aquele cidadão que conseguiu colocar seu filho em Harvard ou no MIT; pelo trabalhador rural que recebeu energia elétrica na sua casa; pelo fim da hipocrisia, meu voto é não, Sr. Presidente.",
Carlos Henrique Gaguim,PTN,TO,Sim,M,"Pela minha família, pelos meus amigos, pelo melhor Estado, o Tocantins, e por Palmas, eu voto sim.",
César Halum,PRB,TO,Sim,M,"Para devolver a esperança ao povo brasileiro, ao povo do meu Estado de Tocantins; especialmente pela minha cidade de Araguarina; em memória do meu irmão João Halum, que me ensinou a combater a corrupção, eu voto sim.",
Dulce Miranda,PMDB,TO,Sim,F,"Sr. Presidente, com toda a convicção, por conhecer os 139 Municípios do Estado do Tocantins, voto por um Brasil melhor, para que todos tenham dignidade. O meu voto é sim.",
Irajá Abreu,PSD,TO,Não,M,"Pelo Estado de Tocantins; em respeito à democracia; em respeito aos mais de 54 milhões de brasileiros que elegeram democraticamente a Presidente Dilma Rousseff, meu voto é não.",
Josi Nunes,PMDB,TO,Sim,F,"Sr. Presidente, pela legalidade, moralidade e retomada do crescimento para todos, voto sim.",
Lázaro Botelho,PP,TO,Sim,M,"Pelo respeito ao meu Partido Progressista, pelo respeito ao meu Estado do Tocantins e ao Brasil e pela recuperação da economia brasileira, eu voto sim.",
Professora Dorinha Seabra Rezende,DEM,TO,Sim,F,"Pela democracia, com tranquilidade, consciência plena, eu voto sim, pelo Tocantins, pelo Brasil e pela minha família.",
Vicentinho Júnior,PR,TO,Não,M,"Sr. Presidente, falar em moralidade, falar em boa política é tão fácil neste microfone! Gosto de ver a prática no meu Estado do Tocantins. Venho de um Estado em que, por duas vezes na sua história, tivemos a tristeza de ver dois governos cerceados no meio de um mandato. O primeiro, por sinal, é um Governador do PMDB cassado, que, não satisfeito com isso, novamente reincidena Suprema Corte, em Brasília. Na segunda vez... Não temo gritaria. Respeito a todos. E outro, pela segunda vez, afastado. Eu sei, na prática, o que é isso para o povo, para as instituições. Em respeito ao voto popular, em respeito à segurança das instituições, eu voto não.",
